snapped_at,price,market_cap,total_volume
2013-12-27 00:00:00 UTC,734.27,8944473292.0,62881800.0
2013-12-28 00:00:00 UTC,738.81,9002769255.0,28121600.0
2013-12-29 00:00:00 UTC,726.47,8855251580.0,27018300.0
2013-12-30 00:00:00 UTC,760.52,9270681761.0,24717100.0
2013-12-31 00:00:00 UTC,755.16,9205343763.0,21903500.0
2014-01-01 00:00:00 UTC,767.74,9358693020.0,23448600.0
2014-01-02 00:00:00 UTC,772.53,9417082760.0,16837800.0
2014-01-03 00:00:00 UTC,825.47,10062417390.0,54171500.0
2014-01-04 00:00:00 UTC,849.14,10350952914.0,36344700.0
2014-01-05 00:00:00 UTC,919.41,11207538944.0,62414600.0
2014-01-06 00:00:00 UTC,936.38,11414401972.0,88584600.0
2014-01-07 00:00:00 UTC,826.5,10107681750.0,80268100.0
2014-01-08 00:00:00 UTC,838.32,10256342208.0,78060300.0
2014-01-09 00:00:00 UTC,853.29,10443906952.0,58813600.0
